"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-05-01","163.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-06-01","216.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-07-01","251.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-08-01","240.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-09-01","286.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-10-01","286.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-11-01","276.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2020-12-01","210.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2021-01-01","325.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-05-01","100.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-06-01"," 98.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-07-01"," 74.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-08-01"," 95.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-09-01","120.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-10-01","171.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-11-01","174.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2007-12-01","115.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-01-01"," 57.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-02-01","111.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-03-01","112.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-04-01","113.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-05-01","101.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-06-01","132.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-07-01"," 99.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-08-01","109.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-09-01","149.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-10-01","194.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-11-01","173.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2008-12-01"," 94.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-01-01","111.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-02-01","103.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-03-01","134.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-04-01","109.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-05-01","126.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-06-01","125.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-07-01"," 96.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-08-01","115.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-09-01","158.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-10-01","210.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-11-01","177.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2009-12-01"," 92.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-01-01"," 99.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-02-01","107.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-03-01","133.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-04-01"," 92.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-05-01","135.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-06-01","128.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-07-01"," 88.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-08-01","100.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-09-01","123.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-10-01","171.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-11-01","167.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2010-12-01"," 90.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-01-01"," 93.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-02-01"," 91.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-03-01","113.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-04-01"," 92.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-05-01","106.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-06-01"," 92.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-07-01"," 86.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-08-01","102.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-09-01","118.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-10-01","145.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-11-01","150.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2011-12-01"," 76.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-01-01"," 84.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-02-01"," 97.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-03-01"," 96.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-04-01"," 80.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-05-01"," 91.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-06-01"," 86.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-07-01"," 91.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-08-01"," 86.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-09-01","112.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-10-01","152.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-11-01","104.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2012-12-01"," 73.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-01-01"," 87.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-02-01"," 88.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-03-01","104.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-04-01"," 80.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-05-01","110.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-06-01","104.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-07-01","109.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-08-01"," 96.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-09-01","123.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-10-01","164.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-11-01","153.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2013-12-01"," 80.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-01-01","104.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-02-01"," 94.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-03-01","114.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-04-01"," 94.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-05-01","118.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-06-01","128.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-07-01"," 99.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-08-01","118.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-09-01","143.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-10-01","176.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-11-01","161.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2014-12-01"," 99.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-01-01","123.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-02-01","134.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-03-01","146.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-04-01","120.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-05-01","145.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-06-01","166.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-07-01","115.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-08-01","120.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-09-01","171.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-10-01","186.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-11-01","173.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2015-12-01","109.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-01-01","127.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-02-01","142.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-03-01","165.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-04-01","154.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-05-01","155.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-06-01","146.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-07-01","142.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-08-01","152.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-09-01","186.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-10-01","206.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-11-01","201.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2016-12-01","129.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-01-01","157.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-02-01","161.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-03-01","181.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-04-01","120.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-05-01","203.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-06-01","167.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-07-01","139.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-08-01","181.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-09-01","212.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-10-01","223.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-11-01","202.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2017-12-01","106.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-01-01","149.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-02-01","164.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-03-01","176.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-04-01","176.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-05-01","178.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-06-01","172.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-07-01","164.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-08-01","175.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-09-01","218.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-10-01","233.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-11-01","208.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2018-12-01","126.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-01-01","161.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-02-01","175.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-03-01","181.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-04-01","148.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-05-01","187.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-06-01","160.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-07-01","168.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-08-01","168.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-09-01","217.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-10-01","236.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-11-01","190.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2019-12-01","131.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-01-01","144.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-02-01","159.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-03-01","139.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-04-01"," 79.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-05-01"," 74.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-06-01","132.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-07-01","119.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-08-01","132.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-09-01","175.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-10-01","185.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-11-01","186.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2020-12-01","134.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Education & training","Education & training","2021-01-01","141.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-05-01","100.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-06-01"," 91.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-07-01","102.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-08-01","111.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-09-01"," 98.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-10-01","115.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-11-01","106.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2007-12-01"," 70.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-01-01","116.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-02-01","118.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-03-01","113.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-04-01","128.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-05-01","140.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-06-01","128.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-07-01","141.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-08-01","132.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-09-01","131.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-10-01","132.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-11-01","124.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2008-12-01"," 97.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-01-01","129.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-02-01","120.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-03-01","124.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-04-01","112.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-05-01","121.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-06-01","120.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-07-01","121.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-08-01","109.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-09-01","121.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-10-01","118.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-11-01","106.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2009-12-01"," 90.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-01-01","117.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-02-01","114.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-03-01","132.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-04-01","117.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-05-01","127.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-06-01","118.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-07-01","120.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-08-01","124.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-09-01","119.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-10-01","112.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-11-01","108.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2010-12-01"," 88.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-01-01","108.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-02-01","116.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-03-01","128.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-04-01","121.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-05-01","136.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-06-01","124.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-07-01","134.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-08-01","132.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-09-01","129.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-10-01","119.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-11-01","121.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2011-12-01"," 87.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-01-01","120.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-02-01","130.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-03-01","143.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-04-01","114.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-05-01","150.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-06-01","153.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-07-01","154.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-08-01","157.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-09-01","144.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-10-01","136.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-11-01","130.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2012-12-01"," 92.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-01-01","137.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-02-01","130.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-03-01","148.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-04-01","143.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-05-01","161.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-06-01","141.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-07-01","163.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-08-01","151.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-09-01","137.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-10-01","132.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-11-01","128.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2013-12-01"," 94.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-01-01","152.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-02-01","134.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-03-01","147.2","Index","12-02-21"
